step,timestamp,action,price,position,realized_pnl
491,2025-06-07T05:50:24.436191,2,104666.86,-1,0.0
492,2025-06-07T05:50:24.436969,2,104678.59,-1,0.0
493,2025-06-07T05:50:24.437799,2,104741.76,-1,0.0
494,2025-06-07T05:50:24.438819,2,104757.02,-1,0.0
495,2025-06-07T05:50:24.439984,2,104757.03,-1,0.0
496,2025-06-07T05:50:24.440984,2,104757.03,-1,0.0
497,2025-06-07T05:50:24.441858,2,104754.82,-1,0.0
498,2025-06-07T05:50:24.442703,2,104752.5,-1,0.0
499,2025-06-07T05:50:24.443538,2,104752.49,-1,0.0
500,2025-06-07T05:50:24.444370,2,104779.86,-1,0.0
501,2025-06-07T05:50:24.445193,2,104804.59,-1,0.0
502,2025-06-07T05:50:24.446013,2,104819.5,-1,0.0
503,2025-06-07T05:50:24.446816,2,104810.18,-1,0.0
504,2025-06-07T05:50:24.447689,2,104819.5,-1,0.0
505,2025-06-07T05:50:24.448572,2,104824.59,-1,0.0
506,2025-06-07T05:50:24.449374,2,104820.0,-1,0.0
507,2025-06-07T05:50:24.450201,2,104819.99,-1,0.0
508,2025-06-07T05:50:24.450982,2,104819.99,-1,0.0
509,2025-06-07T05:50:24.451801,2,104827.65,-1,0.0
510,2025-06-07T05:50:24.452568,2,104813.65,-1,0.0
511,2025-06-07T05:50:24.453349,2,104812.47,-1,0.0
512,2025-06-07T05:50:24.454189,2,104812.47,-1,0.0
513,2025-06-07T05:50:24.455024,2,104809.05,-1,0.0
514,2025-06-07T05:50:24.455820,2,104788.03,-1,0.0
515,2025-06-07T05:50:24.456802,2,104766.3,-1,0.0
516,2025-06-07T05:50:24.457630,2,104770.28,-1,0.0
517,2025-06-07T05:50:24.458485,2,104751.16,-1,0.0
518,2025-06-07T05:50:24.459625,2,104767.43,-1,0.0
519,2025-06-07T05:50:24.460490,2,104825.26,-1,0.0
520,2025-06-07T05:50:24.461420,2,104800.01,-1,0.0
521,2025-06-07T05:50:24.462274,2,104807.35,-1,0.0
522,2025-06-07T05:50:24.463149,2,104838.85,-1,0.0
523,2025-06-07T05:50:24.463973,2,104843.79,-1,0.0
524,2025-06-07T05:50:24.464723,2,104816.75,-1,0.0
525,2025-06-07T05:50:24.465581,2,104815.31,-1,0.0
526,2025-06-07T05:50:24.466391,2,104833.57,-1,0.0
527,2025-06-07T05:50:24.467247,2,104833.57,-1,0.0
528,2025-06-07T05:50:24.468106,2,104814.49,-1,0.0
529,2025-06-07T05:50:24.468943,2,104806.6,-1,0.0
530,2025-06-07T05:50:24.469807,2,104837.93,-1,0.0
531,2025-06-07T05:50:24.470677,2,104815.26,-1,0.0
532,2025-06-07T05:50:24.471557,2,104804.86,-1,0.0
533,2025-06-07T05:50:24.472411,2,104788.31,-1,0.0
534,2025-06-07T05:50:24.473208,2,104788.31,-1,0.0
535,2025-06-07T05:50:24.474120,2,104788.31,-1,0.0
536,2025-06-07T05:50:24.475058,2,104788.31,-1,0.0
537,2025-06-07T05:50:24.476095,2,104801.82,-1,0.0
538,2025-06-07T05:50:24.476926,2,104815.27,-1,0.0
539,2025-06-07T05:50:24.477849,2,104812.54,-1,0.0
540,2025-06-07T05:50:24.478731,2,104807.04,-1,0.0
541,2025-06-07T05:50:24.479578,2,104804.88,-1,0.0
542,2025-06-07T05:50:24.480413,2,104815.26,-1,0.0
543,2025-06-07T05:50:24.481284,2,104809.12,-1,0.0
544,2025-06-07T05:50:24.482049,2,104804.88,-1,0.0
545,2025-06-07T05:50:24.482862,2,104804.88,-1,0.0
546,2025-06-07T05:50:24.483694,2,104808.38,-1,0.0
547,2025-06-07T05:50:24.484481,2,104804.88,-1,0.0
548,2025-06-07T05:50:24.485320,2,104804.88,-1,0.0
549,2025-06-07T05:50:24.486104,2,104804.88,-1,0.0
550,2025-06-07T05:50:24.486947,2,104813.95,-1,0.0
551,2025-06-07T05:50:24.487776,2,104893.43,-1,0.0
552,2025-06-07T05:50:24.488584,2,104910.77,-1,0.0
553,2025-06-07T05:50:24.489389,2,104900.0,-1,0.0
554,2025-06-07T05:50:24.490214,2,104900.01,-1,0.0
555,2025-06-07T05:50:24.490957,2,104994.01,-1,0.0
556,2025-06-07T05:50:24.491820,2,104987.59,-1,0.0
557,2025-06-07T05:50:24.492754,2,104986.96,-1,0.0
558,2025-06-07T05:50:24.493755,2,104982.14,-1,0.0
